market,exp_ma_window,exp_ma_diff_method,exp_ma_detection_threshold,exp_pre_window_duration_str,exp_post_window_duration_str,retail_filter_type,retail_filter_threshold,events_retail_driven,events_inst_attempt,events_successful_correction,attempt_rate,success_rate,mean_inst_share_succ,mean_inst_share_fail,mwu_p_inst_share,avg_gap_closed_final,avg_gap_closed_to_min,avg_crossed_zero_flag,avg_time_to_reversion_min,corr_inst_share_vs_gap_closed,corr_inst_share_vs_gap_closed_p,corr_inst_share_nan_reason,corr_abs_first_trade_imp_vs_abs_md0,corr_abs_first_trade_imp_vs_abs_md0_p,mean_first_1_imp_succ,mean_first_1_imp_fail,mean_first_1_correct_dir_succ,mean_first_1_correct_dir_fail,mean_first_2_imp_succ,mean_first_2_imp_fail,mean_first_2_correct_dir_succ,mean_first_2_correct_dir_fail,mean_first_3_imp_succ,mean_first_3_imp_fail,mean_first_3_correct_dir_succ,mean_first_3_correct_dir_fail
PRES-2024-DJT,5,percentage,0.02,"1 day, 0:00:00",2:00:00,flow,0.1,7214,6934,5532,0.9611865816467979,0.7978079030862417,0.7843015187489017,0.8202879278517891,1.5664245066745653e-09,0.46530434950561333,1.0,1.0,2.179261609460629,-0.07651300882760903,1.7767674912138232e-10,,0.18428756639998892,5.061886863230675e-54,-0.0005332610267534362,-0.0006205420827389447,0.36514822848879247,0.23609129814550642,-0.0007619980411361425,-0.0011143062544931705,0.35086767895878523,0.2603423680456491,-0.0007592325149577072,-0.0011135213304410705,0.33694866232827186,0.25392296718972895
PRES-2024-DJT,5,percentage,0.02,"1 day, 0:00:00",2:00:00,flow,0.2,1197,1090,964,0.910609857978279,0.8844036697247707,0.6387001901598989,0.5825457679086378,0.015687424350626058,0.7483934038679108,1.0,1.0,2.240366972477064,0.05003015434317584,0.0987607059751336,,0.13019439083238277,1.6191646548268213e-05,-0.00046680497925311336,-0.0021428571428571447,0.3869294605809129,0.3412698412698413,-0.0008574879227053159,-0.003361344537815129,0.33713692946058094,0.36507936507936506,-0.0017328042328042346,-0.002966101694915257,0.3360995850622407,0.3412698412698413
PRES-2024-DJT,5,percentage,0.02,12:00:00,0:30:00,count,0.5,15302,13499,10586,0.8821722650633904,0.784206237499074,0.7768534510231423,0.7825380045142747,0.05458906981436052,0.530154407826894,0.9960872941438392,1.0,2.1510482257945034,-0.027692667114033172,0.0012917916609422155,,0.14950987497982174,2.5342671813081447e-68,0.00015397695068958858,-0.000844490216271885,0.35641413187228416,0.23480947476828012,1.6330974414805772e-05,-0.0010627493652520857,0.33081428301530325,0.24648129076553382,1.718845917740876e-05,-0.0012538940809968847,0.30341961080672586,0.2382423618262959
PRES-2024-DJT,5,percentage,0.02,12:00:00,0:30:00,flow,0.05,11945,10431,8051,0.873252406864797,0.7718339564758891,0.7651454078048495,0.7761385367606624,0.008328029420579135,0.5078705226192193,0.995431358916672,1.0,2.1484996644617005,-0.0358862888417477,0.0002464803332692278,,0.15945013879631412,2.3298466810672527e-60,1.7389144205687924e-05,-0.0009873949579831936,0.35908582784747234,0.23487394957983193,-4.9090384060063956e-05,-0.00118270079435128,0.32927586635200595,0.24789915966386555,-6.902218570254779e-05,-0.001326097215667768,0.29636070053409513,0.23739495798319327
PRES-2024-DJT,5,percentage,0.02,12:00:00,0:30:00,flow,0.1,7672,6517,5087,0.8494525547445255,0.7805738836888139,0.7515877159388924,0.7801429484369323,2.1070160577254052e-05,0.5226561835633042,0.9928923402490435,1.0,2.1586619610250115,-0.055662466037716296,6.9198195495394404e-06,,0.1863182790995057,5.4838667920102704e-52,-0.00023392962453312494,-0.0009650349650349653,0.35895419697267544,0.22867132867132867,-9.228584950307707e-05,-0.0012472160356347436,0.3094161588362493,0.24405594405594405,-0.00016190998902305254,-0.0012991178829190057,0.27167289168468645,0.22237762237762237
PRES-2024-DJT,5,percentage,0.02,12:00:00,0:30:00,flow,0.2,1653,1121,976,0.6781609195402298,0.8706512042818911,0.6442279910490221,0.5709462160571965,0.0012581822012288678,0.733586060236957,1.0,1.0,2.280107047279215,0.06638486179162745,0.026241003221962496,,0.13209644610249016,9.109873384454372e-06,-0.00044057377049180505,-0.0014482758620689682,0.3514344262295082,0.2689655172413793,-0.0003424657534246575,-0.0009174311926605533,0.22540983606557377,0.16551724137931034,-0.0001388888888888884,-0.0023076923076923014,0.13934426229508196,0.12413793103448276
PRES-2024-DJT,5,percentage,0.02,12:00:00,1:00:00,count,0.5,15302,14240,11276,0.9305973075414978,0.7918539325842696,0.7987030935419462,0.8156737407299283,2.720609473719525e-09,0.5216757027186111,0.9994216301896728,1.0,2.158637640449438,-0.04124387744108669,8.507278766357484e-07,,0.1491270862885564,1.3102123323900078e-71,0.0001303653777935423,-0.0008333333333333338,0.35571124512238383,0.25539811066126855,-2.4161592732194023e-05,-0.0012603021978021974,0.34985810571124515,0.27462887989203777,-3.840564666805154e-05,-0.001364433532094002,0.333628946434906,0.28711201079622134
PRES-2024-DJT,5,percentage,0.02,12:00:00,1:00:00,flow,0.05,11945,11017,8695,0.9223105902051068,0.7892348189162204,0.7829379450686852,0.797815055123402,2.79667184131099e-05,0.5174206306344227,0.9992524293274885,1.0,2.156031587546519,-0.03768849314508997,7.595647494042643e-05,,0.1597666387866456,6.755697224593831e-64,-2.070155261644735e-05,-0.0009431524547803623,0.3583668775158137,0.2454780361757106,-0.0001250000000000007,-0.0013538461538461536,0.3482461184588844,0.26442721791559,-0.00022364652938769975,-0.001451758340847611,0.327889591719379,0.27002583979328165
PRES-2024-DJT,5,percentage,0.02,12:00:00,1:00:00,flow,0.1,7672,6917,5499,0.9015901981230449,0.7949978314298106,0.7651512906156012,0.7881640476258446,8.211706891041572e-08,0.5262342170949366,0.9988093124043573,1.0,2.1666907618909934,-0.04259317382595283,0.0003950356403750358,,0.1848870565212476,3.0686398053180954e-54,-0.0002509547190398269,-0.0008110014104372364,0.3564284415348245,0.25035260930888575,-0.00025239161408508137,-0.0013024602026049205,0.3344244408074195,0.25881523272214385,-0.0003439035283608762,-0.001311475409836066,0.30805601018366974,0.25881523272214385
PRES-2024-DJT,5,percentage,0.02,12:00:00,1:00:00,flow,0.2,1653,1341,1169,0.8112522686025408,0.8717375093214019,0.6464838259954896,0.5383213472174296,1.862931623909694e-07,0.7619431284133378,1.0,1.0,2.2766592095451155,0.12338199081131974,5.861697451886688e-06,,0.13160128782576197,1.3264672119289924e-06,-0.0002994011976047924,-0.0005813953488372131,0.3635585970915312,0.22093023255813954,-0.0004100227790432813,-0.0016560509554140164,0.272027373823781,0.313953488372093,-0.0004297994269340973,-0.0020138888888888893,0.24294268605645852,0.2616279069767442
PRES-2024-DJT,5,percentage,0.02,12:00:00,2:00:00,count,0.5,15302,14795,12031,0.9668670761991897,0.8131801284217641,0.8178943572889966,0.8475375291043664,1.7450020511322756e-13,0.5467245805668793,1.0,1.0,2.1652585332882732,-0.06190337780107927,4.838999388291762e-14,,0.1521786988772475,2.3321834794471e-77,-6.649488820548477e-06,-0.000716353111432707,0.3580749729864517,0.25542691751085383,-0.0002597402597402607,-0.0009734834725753729,0.3628958523813482,0.27170767004341534,-0.0003069526627218944,-0.0010616563298066401,0.3608178871249273,0.26736613603473225
PRES-2024-DJT,5,percentage,0.02,12:00:00,2:00:00,flow,0.05,11945,11538,9374,0.9659271661783173,0.81244583116658,0.7998505915484407,0.8358565313750546,1.3387548864894956e-17,0.5471626470161186,1.0,1.0,2.1644132431963947,-0.06914084711706983,1.046762581096238e-13,,0.16219377312017974,7.556513781774973e-69,-0.00018348623853211134,-0.0007902033271719041,0.361105184553019,0.24353049907578558,-0.00035306215722120726,-0.0012076172782164425,0.35939833582248776,0.2694085027726433,-0.0004491555874955092,-0.0012844465203176087,0.3524642628547045,0.26709796672828096
PRES-2024-DJT,5,percentage,0.02,12:00:00,2:00:00,flow,0.1,7672,7342,5927,0.9569864442127216,0.8072732225551621,0.774046516692713,0.8218175757789988,4.6035653351645454e-20,0.5446413135944229,1.0,1.0,2.176246254426587,-0.08667088038456859,1.0131823841665584e-13,,0.1851346734270979,1.2955107946633879e-57,-0.00044879365614982453,-0.0005583038869257953,0.3671334570609077,0.22685512367491167,-0.0005059084194977857,-0.0011253561253561253,0.34654968786907375,0.26855123674911663,-0.0006288940809968862,-0.0011103151862464186,0.3372701197907879,0.26148409893992935
PRES-2024-DJT,5,percentage,0.02,12:00:00,2:00:00,flow,0.2,1653,1523,1343,0.9213551119177253,0.881812212738017,0.6879722177026836,0.6447842019865131,0.031289419186194115,0.7415571865838873,1.0,1.0,2.283650689428759,0.04817969969444351,0.060136546996798323,,0.13874122950395354,5.4389285221336723e-08,-0.0003648548026805685,-0.0010555555555555565,0.3730454206999255,0.21666666666666667,-0.0008340649692712931,-0.0019075144508670537,0.3320923306031273,0.2777777777777778,-0.0008994197292069651,-0.0019411764705882344,0.32166790766939685,0.2777777777777778
PRES-2024-DJT,5,z_score,2.0,"1 day, 0:00:00",0:30:00,count,0.5,4123,3442,3285,0.8348290080038807,0.9543869843114469,0.7742106238075389,0.767385199126268,0.7088651064658804,0.8628767291664129,0.9993327597786594,1.0,1.8503776873910518,-0.011278348340702519,0.5083140500201715,,-0.024839342276370108,0.14512081858239956,0.0018234398782343958,0.002738853503184712,0.6310502283105023,0.49044585987261147,0.002056142909223475,0.002537313432835821,0.5786910197869102,0.5031847133757962,0.0021563682219419896,0.0035897435897435893,0.517503805175038,0.45222929936305734
PRES-2024-DJT,5,z_score,2.0,"1 day, 0:00:00",0:30:00,flow,0.05,3267,2685,2556,0.8218549127640037,0.9519553072625698,0.7688168277540665,0.7501011714593175,0.275126843616745,0.8617870452432518,0.9993438433300694,1.0,1.7702048417132217,-0.014079012769631544,0.4658619393917328,,-0.03040376150757146,0.11524218571366161,0.001584507042253519,0.0027906976744186056,0.6494522691705791,0.5116279069767442,0.0017581395348837195,0.0027027027027027033,0.594679186228482,0.5348837209302325,0.0018885941644562316,0.0035051546391752595,0.5375586854460094,0.4728682170542636
PRES-2024-DJT,5,z_score,2.0,"1 day, 0:00:00",0:30:00,flow,0.1,1957,1523,1448,0.7782319877363311,0.9507550886408405,0.755783648232549,0.750400416634302,0.5398851244234941,0.859019658360684,0.9990088884050923,1.0,1.7872619829284306,-0.004059699125851456,0.8742181257446693,,-0.04393041152373519,0.08655961183612554,0.0007320441988950249,0.001733333333333332,0.6726519337016574,0.49333333333333335,0.001067708333333331,0.001290322580645159,0.5904696132596685,0.49333333333333335,0.0010964467005076116,0.002244897959183673,0.5234806629834254,0.3466666666666667
PRES-2024-DJT,5,z_score,2.0,"1 day, 0:00:00",0:30:00,flow,0.2,485,284,267,0.5855670103092784,0.9401408450704225,0.6687659366157009,0.7781772677506175,0.1812000613026401,0.9185964725402669,1.0,1.0,2.23943661971831,0.07925044296454567,0.18293989376444914,,0.06456244661631459,0.27820573887873423,0.0014606741573033688,-0.0017647058823529428,0.5880149812734082,0.4117647058823529,0.0026751592356687908,-0.00416666666666667,0.3895131086142322,0.4117647058823529,0.0014606741573033708,-0.0037500000000000033,0.20599250936329588,0.29411764705882354
PRES-2024-DJT,5,z_score,2.0,"1 day, 0:00:00",1:00:00,count,0.5,4123,3743,3525,0.9078341013824884,0.9417579481699172,0.7911199374671366,0.803615168724938,0.34837906502896876,0.8593631205173172,0.9999816170385974,1.0,1.915842906759284,-0.034221176473236053,0.03629851928894456,,-0.017309159596162818,0.289735944916359,0.0017134751773049618,0.002339449541284403,0.6323404255319149,0.44954128440366975,0.0017821782178217794,0.0027179487179487187,0.6141843971631206,0.4908256880733945,0.001960237181723053,0.002590361445783134,0.579290780141844,0.42201834862385323
PRES-2024-DJT,5,z_score,2.0,"1 day, 0:00:00",1:00:00,flow,0.05,3267,2929,2752,0.896541169268442,0.9395698190508706,0.7800728437096464,0.7838518826784878,0.83225089422324,0.8619480602177351,0.9999765082196893,1.0,1.8432912256742915,-0.01503727510293551,0.41592027214637234,,-0.02086874703272895,0.2588715206546952,0.001500726744186044,0.0020903954802259893,0.6515261627906976,0.4519774011299435,0.0014796547472256448,0.002272727272727274,0.627906976744186,0.4745762711864407,0.0016696349065004443,0.0023015873015873036,0.5919331395348837,0.4011299435028249
PRES-2024-DJT,5,z_score,2.0,"1 day, 0:00:00",1:00:00,flow,0.1,1957,1673,1555,0.8548799182422074,0.9294680215182307,0.7600307945622415,0.7784052368439367,0.15067654054635235,0.8615872930981785,0.9999588718323192,1.0,1.8607292289300656,0.024529060734654995,0.3160073025194762,,-0.02762364155069502,0.2587957207029849,0.0006688102893890644,0.0018644067796610157,0.6758842443729903,0.4491525423728814,0.0006292645943896862,0.002346938775510205,0.6353697749196141,0.4661016949152542,0.000788590604026843,0.002162162162162164,0.5871382636655949,0.3305084745762712
PRES-2024-DJT,5,z_score,2.0,"1 day, 0:00:00",1:00:00,flow,0.2,485,345,303,0.711340206185567,0.8782608695652174,0.630594332400203,0.7760815013285589,0.0014709144479361253,0.8437336478094145,1.0,1.0,2.260869565217391,0.04150922769686938,0.4421706916811071,,0.08493499788891122,0.1153213763294074,0.0011881188118811855,0.0026190476190476215,0.594059405940594,0.40476190476190477,0.001018518518518517,0.00366666666666667,0.5082508250825083,0.40476190476190477,0.0008176100628930811,0.003500000000000003,0.3465346534653465,0.21428571428571427
PRES-2024-DJT,5,z_score,2.0,"1 day, 0:00:00",2:00:00,count,0.5,4123,3925,3717,0.9519767159835072,0.9470063694267515,0.8089305911224921,0.8044112761384656,0.6671186238560038,0.8642481044474497,1.0,1.0,1.9635668789808918,-0.045496393063844634,0.00435944187545079,,-0.0050212524304421025,0.7531547227970118,0.0015953726123217615,0.001249999999999999,0.6298089857411892,0.5048076923076923,0.0015266065716778101,0.0011956521739130421,0.6405703524347592,0.4375,0.0015990159901598984,0.0012500000000000011,0.6190476190476191,0.4182692307692308
PRES-2024-DJT,5,z_score,2.0,"1 day, 0:00:00",2:00:00,flow,0.05,3267,3091,2926,0.9461279461279462,0.9466192170818505,0.7950997375621573,0.783208875237711,0.9892697464942064,0.8729860346180952,1.0,1.0,1.9010029116790683,-0.022992960154514762,0.2012543516367079,,-0.009774026969042206,0.5869938715080016,0.001336295283663702,0.001454545454545455,0.6466165413533834,0.5272727272727272,0.0011685895050241885,0.0012056737588652484,0.6551606288448394,0.4303030303030303,0.0012573443008225592,0.0015200000000000023,0.6308954203691046,0.4121212121212121
PRES-2024-DJT,5,z_score,2.0,"1 day, 0:00:00",2:00:00,flow,0.1,1957,1811,1705,0.9253960143076136,0.9414688017669796,0.7683004491763386,0.7612301323563339,0.625185750562965,0.8769163107247823,1.0,1.0,1.939812258420762,-0.013099719725938702,0.5774531972334955,,-0.011618468029634649,0.6212291817046568,0.0004692082111436913,0.0014150943396226416,0.6686217008797654,0.5471698113207547,0.00022980958634274056,0.0017857142857142859,0.6662756598240469,0.44339622641509435,0.0003160112359550526,0.002394366197183102,0.6287390029325514,0.4339622641509434
PRES-2024-DJT,5,z_score,2.0,"1 day, 0:00:00",2:00:00,flow,0.2,485,410,372,0.845360824742268,0.9073170731707317,0.6565862680624955,0.7777006696994433,0.00962395624978056,0.8930547458856284,1.0,1.0,2.3585365853658535,-0.015724330811285964,0.7509090139028121,,0.07962252330338646,0.10742672930331602,0.0012903225806451591,-2.921639538487254e-18,0.5913978494623656,0.47368421052631576,0.0011744966442952989,0.0011999999999999966,0.5725806451612904,0.34210526315789475,0.000157480314960627,-0.0005882352941176542,0.46774193548387094,0.23684210526315788
PRES-2024-DJT,5,z_score,2.0,12:00:00,0:30:00,count,0.5,4121,3440,3283,0.8347488473671439,0.954360465116279,0.7740817959625012,0.767385199126268,0.7169795335395981,0.8627970063345328,0.9993323718482982,1.0,1.85,-0.011586522765630238,0.49692060926695153,,-0.023419911211045218,0.16965836882072385,0.0018245507158087086,0.002738853503184712,0.6314346634176059,0.49044585987261147,0.0020568927789934325,0.002537313432835821,0.5790435577215961,0.5031847133757962,0.0021563682219419896,0.0035897435897435893,0.5178190679256778,0.45222929936305734
PRES-2024-DJT,5,z_score,2.0,12:00:00,0:30:00,flow,0.05,3250,2663,2538,0.8193846153846154,0.9530604581299287,0.7644460573540428,0.7472301619832352,0.2701889602439044,0.8623191334348531,0.9993384225840166,1.0,1.7829515583927902,-0.01723945122915752,0.3738539151399286,,-0.01963197423799272,0.3111960634694783,0.0017494089834515347,0.0027200000000000006,0.6453900709219859,0.512,0.002042654028436018,0.002592592592592593,0.5847123719464145,0.536,0.0021436343852013046,0.003404255319148938,0.5216706067769897,0.472
PRES-2024-DJT,5,z_score,2.0,12:00:00,0:30:00,flow,0.1,2111,1651,1577,0.7820937944102321,0.9551786795881284,0.7525684272633355,0.7478089052712508,0.7189293774256516,0.8691261171680148,0.9990857280684164,1.0,1.8152634766807996,-0.01965704093254904,0.4247620451396489,,-0.03638682465546102,0.13944599506985625,0.0008750792644261227,0.00162162162162162,0.6670894102726697,0.4594594594594595,0.0013727055067837164,0.0012698412698412675,0.5903614457831325,0.527027027027027,0.0013320825515947445,0.002156862745098039,0.5212428662016487,0.3783783783783784
PRES-2024-DJT,5,z_score,2.0,12:00:00,0:30:00,flow,0.2,645,402,375,0.6232558139534884,0.9328358208955224,0.6696129266728085,0.7374081244821203,0.24010636268300523,0.926163743246713,1.0,1.0,2.2960199004975124,0.007243802879384786,0.8848787005686513,,0.014024908166984963,0.779219199637685,0.0010933333333333298,-0.0003703703703703789,0.584,0.4074074074074074,0.002238805970149253,-0.001052631578947381,0.38666666666666666,0.4444444444444444,0.002033898305084746,-0.0007142857142857149,0.232,0.25925925925925924
PRES-2024-DJT,5,z_score,2.0,12:00:00,1:00:00,count,0.5,4121,3741,3523,0.907789371511769,0.9417268110130981,0.7910089885317613,0.803615168724938,0.34134986038074633,0.8592879337333115,0.9999816072107646,1.0,1.9155306067896285,-0.034484917689872746,0.03493180188631388,,-0.016021822287549767,0.32723938216949694,0.0017144479137099035,0.002339449541284403,0.6326994039171161,0.44954128440366975,0.0017833173537871497,0.0027179487179487187,0.6145330684076071,0.4908256880733945,0.001960237181723053,0.002590361445783134,0.5796196423502696,0.42201834862385323
PRES-2024-DJT,5,z_score,2.0,12:00:00,1:00:00,flow,0.05,3250,2907,2733,0.8944615384615384,0.9401444788441693,0.7752667901929987,0.7859948813906399,0.5148641982397963,0.8608651327189605,0.9999763304353182,1.0,1.8524251805985552,-0.019392564000362475,0.2959167926806031,,-0.011694283275211367,0.528520304713766,0.0016648371752652738,0.0022413793103448283,0.6476399560922064,0.4482758620689655,0.0017130977130977113,0.002434210526315791,0.6223929747530187,0.4827586206896552,0.001805807622504536,0.0023387096774193567,0.5803146725210392,0.40804597701149425
PRES-2024-DJT,5,z_score,2.0,12:00:00,1:00:00,flow,0.1,2111,1819,1700,0.861676930364756,0.9345794392523364,0.7558804698829233,0.7936588257089753,0.014687423528879506,0.8635584763156966,0.9999621729386862,1.0,1.8900494777350192,-0.008352143712168487,0.7218569896029122,,-0.01955709836868144,0.40449997772682056,0.0008823529411764677,0.0016806722689075618,0.6676470588235294,0.42857142857142855,0.0010275862068965488,0.0022549019607843133,0.6376470588235295,0.48739495798319327,0.0011332312404287877,0.001794871794871795,0.5882352941176471,0.33613445378151263
PRES-2024-DJT,5,z_score,2.0,12:00:00,1:00:00,flow,0.2,645,490,448,0.7596899224806202,0.9142857142857143,0.6501348824265395,0.7812327778292071,0.0018373182734272245,0.8897951478376367,1.0,1.0,2.3224489795918366,0.0883515930336842,0.05063330221924918,,0.028590340169088256,0.5277876038270999,0.0011607142857142812,0.0023809523809523777,0.59375,0.42857142857142855,0.0014516129032258027,0.002727272727272723,0.5066964285714286,0.40476190476190477,0.0018775510204081627,0.0009523809523809532,0.39732142857142855,0.19047619047619047
PRES-2024-DJT,5,z_score,2.0,12:00:00,2:00:00,count,0.5,4121,3923,3715,0.9519534093666586,0.9469793525363243,0.8088371003469338,0.8044112761384656,0.6578285706879673,0.8643108143402104,1.0,1.0,1.9632933979097629,-0.045311071061277824,0.0045317517007882864,,-0.0038046160633354933,0.8117083730252472,0.001596231493943469,0.001249999999999999,0.6301480484522207,0.5048076923076923,0.0015274949083503024,0.0011956521739130421,0.6409152086137281,0.4375,0.0016030769230769197,0.0012500000000000011,0.6191117092866757,0.4182692307692308
PRES-2024-DJT,5,z_score,2.0,12:00:00,2:00:00,flow,0.05,3250,3076,2915,0.9464615384615385,0.9476592977893368,0.7906066765823166,0.7930623183615566,0.2805103135731032,0.8720461724803406,1.0,1.0,1.9118985695708712,-0.04228917499422734,0.019000282734622842,,0.00038403397215855395,0.983013905946746,0.0014785591766723813,0.0014285714285714292,0.6432246998284734,0.5217391304347826,0.0013632958801498099,0.0015107913669064753,0.6483704974271012,0.4409937888198758,0.0013946117274167967,0.001707317073170734,0.6219554030874785,0.40993788819875776
